id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
3496,KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958,NA,United States,US,Iowa,US-IA,IA,Des Moines,1,KDSM,DSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,,750,2021-08-08T06:02:23+00:00
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,NA,United States,US,Michigan,US-MI,MI,Detroit,1,KDTW,DTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport",1079375,2008-06-13T14:30:04+00:00
5354,PADU,medium_airport,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,22,NA,United States,US,Alaska,US-AK,AK,Unalaska,1,PADU,DUT,DUT,,https://en.wikipedia.org/wiki/Unalaska_Airport,"Dutch Harbor, Unalaska",750,2021-03-25T10:55:20+00:00
19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131,NA,United States,US,Nebraska,US-NE,NE,Kearney,1,KEAR,EAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,,500,2021-11-20T15:58:34+00:00
19717,KEAT,medium_airport,Pangborn Memorial Airport,47.39889908,-120.2070007,1249,NA,United States,US,Washington,US-WA,WA,Wenatchee,0,KEAT,EAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,,250,2014-02-18T22:28:01+00:00
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895,-91.48429871,913,NA,United States,US,Wisconsin,US-WI,WI,Eau Claire,1,KEAU,EAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,,750,2008-06-13T14:30:04+00:00
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,United States,US,Florida,US-FL,FL,Panama City Beach,1,KECP,ECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport,500,2022-03-14T11:31:42+00:00
3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,NA,United States,US,Colorado,US-CO,CO,Eagle,1,KEGE,EGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,,750,2015-07-27T15:08:23+00:00
3508,KEKO,medium_airport,Elko Regional Airport,40.82490158,-115.7919998,5140,NA,United States,US,Nevada,US-NV,NV,Elko,1,KEKO,EKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3510,KELM,medium_airport,Elmira Corning Regional Airport,42.15990067,-76.89160156,954,NA,United States,US,New York,US-NY,NY,Elmira/Corning,1,KELM,ELM,ELM,,https://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,NA,United States,US,Texas,US-TX,TX,El Paso,1,KELP,ELP,ELP,,https://en.wikipedia.org/wiki/El_Paso_International_Airport,,750,2010-01-23T11:27:50+00:00
5359,PAEN,medium_airport,Kenai Municipal Airport,60.57310104,-151.2449951,99,NA,United States,US,Alaska,US-AK,AK,Kenai,0,PAEN,ENA,ENA,,https://en.wikipedia.org/wiki/Kenai_Municipal_Airport,,275,2008-06-13T14:30:04+00:00
3515,KERI,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,732,NA,United States,US,Pennsylvania,US-PA,PA,Erie,1,KERI,ERI,ERI,,https://en.wikipedia.org/wiki/Erie_International_Airport,,750,2021-11-20T15:48:44+00:00
3517,KEUG,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,374,NA,United States,US,Oregon,US-OR,OR,Eugene,1,KEUG,EUG,EUG,,https://en.wikipedia.org/wiki/Eugene_Airport,,750,2008-06-13T14:30:04+00:00
3518,KEVV,medium_airport,Evansville Regional Airport,38.03699875,-87.53240204,418,NA,United States,US,Indiana,US-IN,IN,Evansville,1,KEVV,EVV,EVV,,https://en.wikipedia.org/wiki/Evansville_Regional_Airport,,750,2010-09-24T10:24:09+00:00
3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.07300186,-77.04290009,18,NA,United States,US,North Carolina,US-NC,NC,New Bern,1,KEWN,EWN,EWN,,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport,,750,2009-12-20T06:46:43+00:00
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,NA,United States,US,New Jersey,US-NJ,NJ,Newark,1,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC",1064475,2022-09-17T20:28:21+00:00
3522,KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,NA,United States,US,Florida,US-FL,FL,Key West,1,KEYW,EYW,EYW,,https://en.wikipedia.org/wiki/Key_West_International_Airport,,750,2021-07-31T17:28:00+00:00
5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,NA,United States,US,Alaska,US-AK,AK,Fairbanks,1,PAFA,FAI,FAI,,https://en.wikipedia.org/wiki/Fairbanks_International_Airport,,1000,2010-01-23T11:28:10+00:00
3523,KFAR,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,NA,United States,US,North Dakota,US-ND,ND,Fargo,1,KFAR,FAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans",750,2008-06-13T14:30:04+00:00
3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,336,NA,United States,US,California,US-CA,CA,Fresno,1,KFAT,FAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,,750,2021-08-01T10:15:05+00:00
3525,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,NA,United States,US,North Carolina,US-NC,NC,Fayetteville,1,KFAY,FAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,,750,2021-02-26T17:02:58+00:00
3530,KFLG,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014,NA,United States,US,Arizona,US-AZ,AZ,Flagstaff,1,KFLG,FLG,FLG,,https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,,750,2021-11-21T15:10:54+00:00
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,United States,US,Florida,US-FL,FL,Fort Lauderdale,1,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida",1015275,2018-09-16T02:40:06+00:00
3532,KFLO,medium_airport,Florence Regional Airport,34.1853981,-79.72389984,146,NA,United States,US,South Carolina,US-SC,SC,Florence,1,KFLO,FLO,FLO,,https://en.wikipedia.org/wiki/Florence_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3535,KFNT,medium_airport,Bishop International Airport,42.9654007,-83.74359894,782,NA,United States,US,Michigan,US-MI,MI,Flint,1,KFNT,FNT,FNT,,https://en.wikipedia.org/wiki/Bishop_International_Airport,,750,2008-06-13T14:30:04+00:00
3541,KFSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,1429,NA,United States,US,South Dakota,US-SD,SD,Sioux Falls,1,KFSD,FSD,FSD,http://www.sfairport.com/,https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport,"Joe Foss Field, Fighting Lobos, Sioux Falls Army Air Base, 114th Fighter Wing, Sioux Falls Regional Airport",750,2021-03-03T12:12:22+00:00
3543,KFSM,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,469,NA,United States,US,Arkansas,US-AR,AR,Fort Smith,1,KFSM,FSM,FSM,,https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport,,750,2021-11-21T15:15:25+00:00
3547,KFWA,medium_airport,Fort Wayne International Airport,40.9785,-85.195099,814,NA,United States,US,Indiana,US-IN,IN,Fort Wayne,1,KFWA,FWA,FWA,https://fwairport.com/,https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,Baer Field,750,2021-11-20T15:31:59+00:00
19929,KGCC,medium_airport,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365,NA,United States,US,Wyoming,US-WY,WY,Gillette,1,KGCC,GCC,GCC,http://www.iflygillette.com/,https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport,Gillette Campbell County Airport,500,2022-02-10T15:52:33+00:00
3550,KGCK,medium_airport,Garden City Regional Airport,37.92750168,-100.723999,2891,NA,United States,US,Kansas,US-KS,KS,Garden City,1,KGCK,GCK,GCK,,https://en.wikipedia.org/wiki/Garden_City_Regional_Airport,,750,2016-01-22T15:07:05+00:00
3552,KGEG,medium_airport,Spokane International Airport,47.6199,-117.533997,2376,NA,United States,US,Washington,US-WA,WA,Spokane,1,KGEG,GEG,GEG,,https://en.wikipedia.org/wiki/Spokane_International_Airport,,750,2021-11-21T15:03:15+00:00
3553,KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845,NA,United States,US,North Dakota,US-ND,ND,Grand Forks,1,KGFK,GFK,GFK,http://www.gfkairport.com/,https://en.wikipedia.org/wiki/Grand_Forks_International_Airport,,750,2016-12-13T09:15:59+00:00
3555,KGGG,medium_airport,East Texas Regional Airport,32.38399887,-94.71150208,365,NA,United States,US,Texas,US-TX,TX,Longview,1,KGGG,GGG,GGG,,https://en.wikipedia.org/wiki/East_Texas_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3557,KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,4858,NA,United States,US,Colorado,US-CO,CO,Grand Junction,1,KGJT,GJT,GJT,http://www.gjairport.com/,https://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport,,750,2021-10-13T10:57:04+00:00
3559,KGNV,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,152,NA,United States,US,Florida,US-FL,FL,Gainesville,1,KGNV,GNV,GNV,,https://en.wikipedia.org/wiki/Gainesville_Regional_Airport,,750,2013-05-15T09:57:56+00:00
3527,KGPI,medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,2977,NA,United States,US,Montana,US-MT,MT,Kalispell,1,KGPI,FCA,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA,750,2009-01-11T20:53:20+00:00
3561,KGPT,medium_airport,Gulfport Biloxi International Airport,30.407301,-89.070099,28,NA,United States,US,Mississippi,US-MS,MS,Gulfport,1,KGPT,GPT,GPT,,https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,,750,2021-11-20T15:05:23+00:00
3562,KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,695,NA,United States,US,Wisconsin,US-WI,WI,Green Bay,1,KGRB,GRB,GRB,,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,,750,2022-03-17T23:13:18+00:00
3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,1847,NA,United States,US,Nebraska,US-NE,NE,Grand Island,1,KGRI,GRI,GRI,,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3565,KGRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,1015,NA,United States,US,Texas,US-TX,TX,Killeen,1,KGRK,GRK,GRK,,https://en.wikipedia.org/wiki/Killeen-Fort_Hood_Regional_Airport,Robert Gray Army Air Field,750,2021-04-15T15:40:35+00:00
3566,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,NA,United States,US,Michigan,US-MI,MI,Grand Rapids,1,KGRR,GRR,GRR,,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,,750,2010-01-23T11:27:52+00:00
3568,KGSO,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,925,NA,United States,US,North Carolina,US-NC,NC,Greensboro,1,KGSO,GSO,GSO,,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,,750,2021-11-20T16:25:34+00:00
3569,KGSP,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,964,NA,United States,US,South Carolina,US-SC,SC,Greer,1,KGSP,GSP,GSP,,https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,,750,2021-11-20T16:24:51+00:00
5369,PAGS,medium_airport,Gustavus Airport,58.4253006,-135.7070007,35,NA,United States,US,Alaska,US-AK,AK,Gustavus,1,PAGS,GST,GST,,https://en.wikipedia.org/wiki/Gustavus_Airport,,750,2010-01-23T11:28:10+00:00
3571,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,NA,United States,US,Montana,US-MT,MT,Great Falls,1,KGTF,GTF,GTF,,https://en.wikipedia.org/wiki/Great_Falls_International_Airport,,750,2010-01-23T11:27:52+00:00
19982,KGTR,medium_airport,Golden Triangle Regional Airport,33.45029831,-88.59140015,264,NA,United States,US,Mississippi,US-MS,MS,Columbus/W Point/Starkville,1,KGTR,GTR,GTR,,,,750,2013-01-12T15:38:23+00:00
3577,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,NA,United States,US,Maryland,US-MD,MD,Hagerstown,0,KHGR,HGR,HGR,,https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport,,375,2010-01-23T11:27:52+00:00
3579,KHIB,medium_airport,Range Regional Airport,47.3866,-92.838997,1354,NA,United States,US,Minnesota,US-MN,MN,Hibbing,1,KHIB,HIB,HIB,,https://en.wikipedia.org/wiki/Range_Regional_Airport,Chisholm Hibbing Airport,750,2021-11-20T16:01:49+00:00
3582,KHLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877,NA,United States,US,Montana,US-MT,MT,Helena,1,KHLN,HLN,HLN,,https://en.wikipedia.org/wiki/Helena_Regional_Airport,,750,2021-12-15T15:57:52+00:00
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,OC,United States,US,Hawaii,US-HI,HI,Honolulu,1,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International",1029375,2022-03-08T15:59:42+00:00
20071,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.217003,3661,NA,United States,US,New Mexico,US-NM,NM,Hobbs,1,KHOB,HOB,HOB,,https://en.wikipedia.org/wiki/Lea_County_Regional_Airport,,500,2023-04-11T02:05:08+00:00
5373,PAHO,medium_airport,Homer Airport,59.64559937,-151.477005,84,NA,United States,US,Alaska,US-AK,AK,Homer,0,PAHO,HOM,HOM,,https://en.wikipedia.org/wiki/Homer_Airport,,275,2008-06-13T14:30:04+00:00
3588,KHOU,medium_airport,William P Hobby Airport,29.645399,-95.2789,46,NA,United States,US,Texas,US-TX,TX,Houston,1,KHOU,HOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO,750,2021-11-21T14:56:51+00:00
3589,KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,NA,United States,US,New York,US-NY,NY,White Plains,1,KHPN,HPN,HPN,,https://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC",750,2008-06-13T14:30:04+00:00
3591,KHRL,medium_airport,Valley International Airport,26.22850037,-97.65440369,36,NA,United States,US,Texas,US-TX,TX,Harlingen,1,KHRL,HRL,HRL,,https://en.wikipedia.org/wiki/Valley_International_Airport,,750,2008-06-13T14:30:04+00:00
3594,KHSV,medium_airport,Huntsville International Carl T Jones Field,34.637199,-86.775101,629,NA,United States,US,Alabama,US-AL,AL,Huntsville,1,KHSV,HSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,https://en.wikipedia.org/wiki/Huntsville_International_Airport,,750,2021-11-21T15:08:07+00:00
3595,KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828,NA,United States,US,West Virginia,US-WV,WV,Huntington,1,KHTS,HTS,HTS,,https://en.wikipedia.org/wiki/Tri-State_Airport,,750,2022-12-28T09:36:47+00:00
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,United States,US,Connecticut,US-CT,CT,New Haven,1,KHVN,HVN,HVN,,https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport,,750,2010-01-23T11:27:52+00:00
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,NA,United States,US,Massachusetts,US-MA,MA,Hyannis,1,KHYA,HYA,HYA,,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,"Barnstable, Boardman Polando",750,2023-07-05T02:59:20+00:00
20109,KHYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,NA,United States,US,Kansas,US-KS,KS,Hays,0,KHYS,HYS,HYS,,https://en.wikipedia.org/wiki/Hays_Regional_Airport,,250,2013-01-12T16:57:47+00:00
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,NA,United States,US,Virginia,US-VA,VA,Dulles,1,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS,1023875,2022-11-02T15:47:54+00:00
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589,NA,United States,US,New York,US-NY,NY,Niagara Falls,1,KIAG,IAG,IAG,,https://en.wikipedia.org/wiki/Niagara_Falls_International_Airport,,500,2021-05-29T06:35:00+00:00
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,United States,US,Texas,US-TX,TX,Houston,1,KIAH,IAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO,1055675,2008-06-13T14:30:04+00:00
3605,KICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,NA,United States,US,Kansas,US-KS,KS,Wichita,1,KICT,ICT,ICT,,https://en.wikipedia.org/wiki/Wichita_Dwight_D._Eisenhower_National_Airport,,750,2021-07-31T17:52:14+00:00
3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,NA,United States,US,Idaho,US-ID,ID,Idaho Falls,1,KIDA,IDA,IDA,,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,Fanning Field,750,2017-08-04T10:23:34+00:00
3608,KILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,NA,United States,US,Delaware,US-DE,DE,Wilmington,1,KILG,ILG,ILG,,https://en.wikipedia.org/wiki/New_Castle_Airport,,750,2010-01-23T11:27:54+00:00
3609,KILM,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,32,NA,United States,US,North Carolina,US-NC,NC,Wilmington,1,KILM,ILM,ILM,,https://en.wikipedia.org/wiki/Wilmington_International_Airport,,750,2008-06-13T14:30:04+00:00
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,United States,US,Indiana,US-IN,IN,Indianapolis,1,KIND,IND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,,52075,2016-07-08T18:41:42+00:00
3616,KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,NA,United States,US,New York,US-NY,NY,Islip,1,KISP,ISP,ISP,,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,,750,2010-01-23T11:27:54+00:00
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,1099,NA,United States,US,New York,US-NY,NY,Ithaca,1,KITH,ITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,,500,2009-06-26T08:34:12+00:00
5457,PHTO,medium_airport,Hilo International Airport,19.721399,-155.048004,38,OC,United States,US,Hawaii,US-HI,HI,Hilo,1,PHTO,ITO,ITO,,https://en.wikipedia.org/wiki/Hilo_International_Airport,,750,2022-03-08T16:02:24+00:00
3617,KIWA,medium_airport,Phoenix–Mesa Gateway Airport,33.3078,-111.654999,1382,NA,United States,US,Arizona,US-AZ,AZ,Mesa,1,KIWA,AZA,IWA,http://www.flywga.org/,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport,"Williams Air Force Base, Williams Gateway Airport",500,2021-10-18T15:31:30+00:00
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,6451,NA,United States,US,Wyoming,US-WY,WY,Jackson,1,KJAC,JAC,JAC,,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,,750,2008-06-13T14:30:04+00:00
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,NA,United States,US,Mississippi,US-MS,MS,Jackson,1,KJAN,JAN,JAN,,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,,750,2021-11-20T15:34:45+00:00
3620,KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,NA,United States,US,Florida,US-FL,FL,Jacksonville,1,KJAX,JAX,JAX,,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,,1475,2008-06-13T14:30:04+00:00
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13,NA,United States,US,New York,US-NY,NY,New York,1,KJFK,JFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL",1052075,2022-10-18T18:49:55+00:00
3623,KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981,NA,United States,US,Missouri,US-MO,MO,Joplin,1,KJLN,JLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,,750,2021-11-20T15:55:45+00:00
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,United States,US,North Dakota,US-ND,ND,Jamestown,1,KJMS,JMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,,750,2010-01-23T11:27:54+00:00
5379,PAJN,medium_airport,Juneau International Airport,58.35499954,-134.576004,21,NA,United States,US,Alaska,US-AK,AK,Juneau,1,PAJN,JNU,JNU,,https://en.wikipedia.org/wiki/Juneau_International_Airport,,750,2008-06-13T14:30:04+00:00
20220,KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,NA,United States,US,North Carolina,US-NC,NC,Concord,1,KJQF,USA,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport""",500,2021-05-29T06:48:42+00:00
5448,PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,47,OC,United States,US,Hawaii,US-HI,HI,Kailua-Kona,1,PHKO,KOA,KOA,,https://en.wikipedia.org/wiki/Kona_International_Airport,,750,2022-03-08T16:02:00+00:00
5382,PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89,NA,United States,US,Alaska,US-AK,AK,Ketchikan,1,PAKT,KTN,KTN,,https://en.wikipedia.org/wiki/Ketchikan_International_Airport,,750,2010-01-23T11:28:11+00:00
3629,KLAN,medium_airport,Capital City Airport,42.77870178,-84.58740234,861,NA,United States,US,Michigan,US-MI,MI,Lansing,1,KLAN,LAN,LAN,,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,,750,2008-06-13T14:30:04+00:00
3630,KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,7284,NA,United States,US,Wyoming,US-WY,WY,Laramie,1,KLAR,LAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,NA,United States,US,Nevada,US-NV,NV,Las Vegas,1,KLAS,LAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport,1068475,2022-10-18T19:05:10+00:00
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.56769943,-98.41660309,1110,NA,United States,US,Oklahoma,US-OK,OK,Lawton,0,KLAW,LAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,,250,2014-02-18T22:56:57+00:00
3632,KLAX,large_airport,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,125,NA,United States,US,California,US-CA,CA,Los Angeles,1,KLAX,LAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,,1335475,2023-05-20T21:11:41+00:00
3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,United States,US,Texas,US-TX,TX,Lubbock,1,KLBB,LBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,,750,2021-11-20T15:26:01+00:00
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199,NA,United States,US,Pennsylvania,US-PA,PA,Latrobe,1,KLBE,LBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,,750,2022-01-19T07:57:00+00:00
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,United States,US,Nebraska,US-NE,NE,North Platte,1,KLBF,LBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,,750,2010-01-23T11:27:55+00:00
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,15,NA,United States,US,Louisiana,US-LA,LA,Lake Charles,1,KLCH,LCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,,750,2008-06-13T14:30:04+00:00
3638,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,United States,US,Ohio,US-OH,OH,Columbus,1,KLCK,LCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field,750,2021-08-08T06:03:39+00:00
3640,KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979,NA,United States,US,Kentucky,US-KY,KY,Lexington,1,KLEX,LEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,,750,2021-11-20T15:25:26+00:00
3642,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42,NA,United States,US,Louisiana,US-LA,LA,Lafayette,1,KLFT,LFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,,750,2021-11-20T15:05:56+00:00
3643,KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,21,NA,United States,US,New York,US-NY,NY,New York,1,KLGA,LGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia",1030575,2021-05-11T07:00:19+00:00
3644,KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,60,NA,United States,US,California,US-CA,CA,Long Beach,1,KLGB,LGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field,750,2022-10-18T11:17:08+00:00
